coord_x	coord_y
-37.988298	-9.9204463
-37.987573	-9.9214122
-37.986985	-9.9260783
-37.982919	-9.9300933
-37.974723	-9.949468
-37.96915	-9.9607802
-37.966946	-9.9637688
-37.959739	-9.9698544
-37.957116	-9.9708583
-37.949197	-9.9710319
-37.946345	-9.9701316
-37.938778	-9.9658172
-37.926989	-9.9651583
-37.921808	-9.972793
-37.920183	-9.9740391
-37.915173	-9.9754336
-37.907405	-9.975335
-37.905107	-9.9761625
-37.898922	-9.9779091
-37.893098	-9.9775372
-37.888557	-9.9781616
-37.88106	-9.9803033
-37.875103	-9.9783475
-37.866224	-9.9820383
-37.861548	-9.9868752
-37.853449	-9.9899383
-37.849252	-9.9926858
-37.839235	-9.9954008
-37.832874	-9.9979211
-37.82846	-10.002046
-37.824475	-10.009662
-37.821442	-10.021931
-37.821615	-10.027747
-37.823633	-10.032056
-37.823403	-10.041321
-37.820625	-10.056865
-37.817071	-10.066569
-37.809409	-10.082435
-37.803493	-10.099476
-37.797935	-10.108606
-37.787993	-10.120923
-37.77911	-10.129583
-37.775772	-10.136526
-37.774032	-10.144369
-37.775283	-10.146997
-37.776867	-10.154999
-37.780399	-10.16269
-37.778852	-10.167146
-37.782586	-10.180213
-37.781469	-10.184521
-37.779817	-10.187446
-37.775851	-10.188976
-37.772733	-10.191451
-37.770182	-10.191881
-37.767336	-10.195169
-37.765355	-10.19579
-37.741116	-10.317234
-37.734528	-10.332378
-37.735435	-10.334234
-37.741403	-10.336267
-37.746078	-10.338964
-37.752543	-10.339928
-37.762185	-10.344
-37.776239	-10.343812
-37.783631	-10.345793
-37.784908	-10.347065
-37.787269	-10.354055
-37.794315	-10.357739
-37.796745	-10.360646
-37.799975	-10.362714
-37.803167	-10.363418
-37.807438	-10.366281
-37.81268	-10.365779
-37.815187	-10.369658
-37.821712	-10.371888
-37.821826	-10.37342
-37.823627	-10.375167
-37.823246	-10.377015
-37.823739	-10.37757
-37.827754	-10.374837
-37.830351	-10.374542
-37.833577	-10.377911
-37.833729	-10.379689
-37.834892	-10.378371
-37.838643	-10.378781
-37.839438	-10.380915
-37.834606	-10.382911
-37.833248	-10.384915
-37.835028	-10.386856
-37.83788	-10.386958
-37.840282	-10.389471
-37.840472	-10.394386
-37.842184	-10.398072
-37.841027	-10.399369
-37.837689	-10.399307
-37.83694	-10.400599
-37.839051	-10.402922
-37.844223	-10.40409
-37.846363	-10.405579
-37.853033	-10.406078
-37.853602	-10.409644
-37.850883	-10.41339
-37.850825	-10.415662
-37.852159	-10.41635
-37.853414	-10.424456
-37.854559	-10.425216
-37.8581	-10.425356
-37.85877	-10.426041
-37.858143	-10.430532
-37.853662	-10.435405
-37.851995	-10.439708
-37.850133	-10.441076
-37.847106	-10.446268
-37.841638	-10.452384
-37.837937	-10.460395
-37.827634	-10.476609
-37.820713	-10.484223
-37.821044	-10.486854
-37.817215	-10.496622
-37.816965	-10.503514
-37.815135	-10.504569
-37.813001	-10.506863
-37.812703	-10.508054
-37.813643	-10.509948
-37.816682	-10.512661
-37.816923	-10.514445
-37.815294	-10.516964
-37.815875	-10.519882
-37.81716	-10.520971
-37.81777	-10.523722
-37.819499	-10.526153
-37.819836	-10.528612
-37.821961	-10.530537
-37.821158	-10.535243
-37.819242	-10.537579
-37.819558	-10.539359
-37.82052	-10.5396
-37.824001	-10.537803
-37.825353	-10.53999
-37.829061	-10.54082
-37.829235	-10.544869
-37.827597	-10.547198
-37.830665	-10.54794
-37.831442	-10.550893
-37.833515	-10.549179
-37.836826	-10.548414
-37.837605	-10.551478
-37.83894	-10.550784
-37.839325	-10.548869
-37.840227	-10.549133
-37.839317	-10.555642
-37.833776	-10.55868
-37.832768	-10.560166
-37.832385	-10.562341
-37.835093	-10.564366
-37.834908	-10.565665
-37.832912	-10.566451
-37.832728	-10.567661
-37.834966	-10.569445
-37.834985	-10.570697
-37.831132	-10.571677
-37.830295	-10.572591
-37.831741	-10.577482
-37.83118	-10.578539
-37.826795	-10.579011
-37.825535	-10.579921
-37.826225	-10.580508
-37.828285	-10.580436
-37.830196	-10.58294
-37.830151	-10.583844
-37.820829	-10.644106
-37.813583	-10.690617
-37.828178	-10.696456
-37.84451	-10.702991
-37.900789	-10.725506
-37.909912	-10.729156
-37.939183	-10.740865
-37.974015	-10.754732
-37.999515	-10.76395
-38.022924	-10.763391
-38.023567	-10.752361
-38.028463	-10.741818
-38.028666	-10.73778
-38.028736	-10.736369
-38.032101	-10.731065
-38.035824	-10.72927
-38.040851	-10.721749
-38.048946	-10.710645
-38.052909	-10.710098
-38.055198	-10.706935
-38.057943	-10.708146
-38.058728	-10.708676
-38.062522	-10.708367
-38.065097	-10.710133
-38.072982	-10.710878
-38.075907	-10.712488
-38.079528	-10.711854
-38.083635	-10.705473
-38.08787	-10.702295
-38.092392	-10.701902
-38.095569	-10.703993
-38.09849	-10.707512
-38.102791	-10.710885
-38.109561	-10.708505
-38.117705	-10.70853
-38.119893	-10.710223
-38.121293	-10.71559
-38.124955	-10.718382
-38.126509	-10.717503
-38.129864	-10.718955
-38.135587	-10.719128
-38.140677	-10.717898
-38.145075	-10.717875
-38.149423	-10.715555
-38.153481	-10.715913
-38.161167	-10.710357
-38.167868	-10.710369
-38.169171	-10.711155
-38.171859	-10.710184
-38.174045	-10.705333
-38.175812	-10.704702
-38.17932	-10.702081
-38.191607	-10.706569
-38.196057	-10.706188
-38.199863	-10.707372
-38.203123	-10.707348
-38.205792	-10.707682
-38.208173	-10.706756
-38.211538	-10.70861
-38.216683	-10.720111
-38.217123	-10.722442
-38.216569	-10.724926
-38.215758	-10.728563
-38.217398	-10.742003
-38.217179	-10.746593
-38.215713	-10.752428
-38.212729	-10.756389
-38.212673	-10.758588
-38.213803	-10.762247
-38.21875	-10.769447
-38.220795	-10.779002
-38.224535	-10.785301
-38.230863	-10.791715
-38.23285	-10.789962
-38.234828	-10.790366
-38.236549	-10.79173
-38.235453	-10.793934
-38.237211	-10.796554
-38.240131	-10.798246
-38.241506	-10.800218
-38.238957	-10.813287
-38.243725	-10.818631
-38.245299	-10.822301
-38.243058	-10.8265
-38.239413	-10.827358
-38.238615	-10.831886
-38.232355	-10.84054
-38.231719	-10.84311
-38.231873	-10.847245
-38.23918	-10.851858
-38.241402	-10.860294
-38.239446	-10.862613
-38.239383	-10.863589
-38.242001	-10.866837
-38.240545	-10.869247
-38.240254	-10.879536
-38.23931	-10.883166
-38.236549	-10.886766
-38.231919	-10.895981
-38.231282	-10.908602
-38.229186	-10.9155
-38.224311	-10.919745
-38.222265	-10.922508
-38.220207	-10.922852
-38.218433	-10.924527
-38.218194	-10.926876
-38.21598	-10.93021
-38.214085	-10.93114
-38.211065	-10.928326
-38.210904	-10.925519
-38.2099	-10.923569
-38.207591	-10.922705
-38.20203	-10.926198
-38.201605	-10.928224
-38.203067	-10.931501
-38.201202	-10.937317
-38.200338	-10.938162
-38.19843	-10.939163
-38.192563	-10.93905
-38.184051	-10.941937
-38.182501	-10.944707
-38.182134	-10.947288
-38.188766	-10.962421
-38.188438	-10.964113
-38.183363	-10.966883
-38.182169	-10.972338
-38.17914	-10.977181
-38.175709	-10.984842
-38.170028	-10.986478
-38.167181	-10.98938
-38.163166	-10.990037
-38.160375	-10.992415
-38.154655	-10.994161
-38.152082	-10.997197
-38.149187	-10.997741
-38.147274	-10.998868
-38.147164	-11.001159
-38.144898	-11.002681
-38.141124	-11.010328
-38.139801	-11.011692
-38.137091	-11.012
-38.136055	-11.013583
-38.133527	-11.015342
-38.130845	-11.015067
-38.127968	-11.012699
-38.128349	-11.006368
-38.126194	-11.004201
-38.123927	-11.004291
-38.121593	-11.007478
-38.117586	-11.005946
-38.116237	-11.00619
-38.107486	-11.010799
-38.105762	-11.016552
-38.106006	-11.017635
-38.108678	-11.018544
-38.109274	-11.021348
-38.105628	-11.027127
-38.10632	-11.031424
-38.10329	-11.034216
-38.105117	-11.03643
-38.105491	-11.039451
-38.100136	-11.043732
-38.099119	-11.046716
-38.095818	-11.046544
-38.094094	-11.047218
-38.093195	-11.049058
-38.094105	-11.053182
-38.09355	-11.055103
-38.089335	-11.057286
-38.086947	-11.063535
-38.084386	-11.062491
-38.082846	-11.062961
-38.081348	-11.066607
-38.08029	-11.072644
-38.079151	-11.074267
-38.080838	-11.078028
-38.082486	-11.079762
-38.08257	-11.081738
-38.084384	-11.084068
-38.088719	-11.093183
-38.095408	-11.096858
-38.095892	-11.098487
-38.095592	-11.102171
-38.095016	-11.102679
-38.091015	-11.1062
-38.091134	-11.111894
-38.086089	-11.115464
-38.080617	-11.116215
-38.078595	-11.117165
-38.072708	-11.117001
-38.070355	-11.118902
-38.069228	-11.12104
-38.069973	-11.126394
-38.06873	-11.128395
-38.068358	-11.130708
-38.06935	-11.133344
-38.070944	-11.134698
-38.073172	-11.140198
-38.070784	-11.145633
-38.068361	-11.147005
-38.069653	-11.148711
-38.069629	-11.151655
-38.072541	-11.152099
-38.071585	-11.15297
-38.069774	-11.154622
-38.068505	-11.154671
-38.067118	-11.157271
-38.063351	-11.158511
-38.062643	-11.159388
-38.06249	-11.163287
-38.058399	-11.166083
-38.054048	-11.172152
-38.049797	-11.172854
-38.049404	-11.174946
-38.047688	-11.176955
-38.045013	-11.175853
-38.042636	-11.177327
-38.034934	-11.178529
-38.03312	-11.176633
-38.02981	-11.176861
-38.028816	-11.175732
-38.02768	-11.175769
-38.025381	-11.179164
-38.02212	-11.180647
-38.020826	-11.182929
-38.014816	-11.184794
-38.011091	-11.189075
-38.003735	-11.194495
-38.003111	-11.195502
-38.001735	-11.196012
-37.996038	-11.190644
-37.988906	-11.193215
-37.987329	-11.194463
-37.987381	-11.195225
-37.9862	-11.195709
-37.984599	-11.195596
-37.983706	-11.192854
-37.982947	-11.192352
-37.981494	-11.191633
-37.978113	-11.191442
-37.974242	-11.193614
-37.973918	-11.195418
-37.975317	-11.197411
-37.980208	-11.197596
-37.980846	-11.198667
-37.978909	-11.204911
-37.981525	-11.209696
-37.981166	-11.210786
-37.979035	-11.211471
-37.978906	-11.212581
-37.977201	-11.2142
-37.976841	-11.216811
-37.977595	-11.22187
-37.982339	-11.22246
-37.98632	-11.226438
-37.990254	-11.227748
-37.990617	-11.228641
-37.986141	-11.234594
-37.986235	-11.237108
-37.988161	-11.238276
-37.991936	-11.237968
-37.992762	-11.238353
-37.993286	-11.24019
-37.992561	-11.2418
-37.990097	-11.243874
-37.989837	-11.248105
-37.988781	-11.248305
-37.987008	-11.245555
-37.983969	-11.247251
-37.984047	-11.250579
-37.98742	-11.253804
-37.993715	-11.256505
-37.995434	-11.25883
-37.995525	-11.259838
-37.99086	-11.265401
-37.989824	-11.266158
-37.986032	-11.266643
-37.98597	-11.269446
-37.987381	-11.271775
-37.99043	-11.271814
-37.991393	-11.272785
-37.993149	-11.272727
-37.993102	-11.274797
-37.991166	-11.275911
-37.991335	-11.27741
-37.99727	-11.282441
-38.003031	-11.289067
-38.002898	-11.296418
-38.001084	-11.299709
-38.001166	-11.30289
-37.998		-11.30677
-37.99481	-11.312377
-37.992122	-11.31214
-37.99199	-11.315875
-37.990945	-11.317164
-37.990498	-11.319781
-37.991515	-11.321369
-37.993554	-11.320489
-37.994821	-11.322074
-37.997966	-11.32111
-37.997941	-11.32332
-37.995971	-11.325207
-37.991757	-11.327278
-37.99021	-11.328967
-37.988545	-11.329268
-37.988693	-11.330544
-37.987666	-11.331332
-37.990158	-11.333891
-37.991203	-11.332822
-37.99172	-11.3336
-37.994414	-11.333155
-37.994068	-11.334175
-37.995637	-11.335423
-37.998107	-11.335383
-37.999443	-11.33805
-37.999505	-11.340121
-37.995295	-11.34222
-37.994245	-11.341814
-37.992963	-11.34309
-37.992223	-11.341008
-37.988078	-11.340976
-37.982111	-11.347732
-37.982365	-11.351591
-37.979989	-11.354282
-37.98015	-11.354988
-37.981098	-11.354962
-37.980167	-11.356183
-37.980367	-11.357216
-37.978079	-11.359813
-37.97816	-11.365582
-37.976491	-11.366826
-37.975045	-11.370919
-37.971775	-11.373497
-37.970113	-11.372136
-37.969482	-11.372427
-37.967979	-11.380565
-37.968318	-11.381402
-37.971368	-11.382518
-37.975221	-11.382276
-37.97637	-11.383935
-37.980639	-11.384762
-37.980766	-11.38699
-37.977945	-11.389783
-37.977536	-11.393212
-37.976293	-11.393083
-37.973267	-11.390776
-37.970685	-11.391052
-37.967632	-11.390136
-37.964884	-11.392677
-37.96669	-11.397673
-37.966934	-11.401631
-37.961745	-11.402271
-37.96069	-11.40146
-37.959779	-11.396318
-37.955883	-11.396113
-37.954107	-11.394615
-37.952565	-11.395195
-37.952174	-11.399864
-37.95105	-11.402916
-37.951331	-11.404451
-37.955688	-11.406929
-37.953821	-11.409689
-37.94516	-11.414553
-37.94251	-11.417532
-37.942607	-11.420148
-37.944106	-11.421211
-37.943522	-11.423221
-37.93969	-11.421665
-37.936601	-11.422328
-37.934383	-11.416053
-37.934846	-11.414656
-37.934041	-11.413576
-37.929324	-11.412135
-37.927489	-11.410059
-37.928849	-11.402985
-37.925486	-11.402577
-37.920128	-11.404985
-37.918742	-11.404198
-37.91557	-11.403975
-37.913245	-11.409295
-37.911925	-11.410249
-37.909514	-11.410765
-37.905801	-11.409627
-37.904738	-11.410928
-37.904603	-11.415924
-37.905767	-11.418906
-37.905233	-11.420432
-37.903548	-11.421438
-37.903433	-11.422473
-37.906596	-11.425951
-37.906433	-11.42691
-37.902906	-11.42723
-37.901768	-11.427927
-37.899491	-11.437153
-37.895811	-11.43607
-37.893361	-11.433299
-37.89109	-11.436122
-37.887493	-11.431908
-37.885017	-11.430144
-37.883074	-11.425186
-37.881661	-11.424941
-37.879141	-11.426007
-37.875796	-11.423907
-37.867601	-11.42588
-37.86529	-11.428
-37.865718	-11.428652
-37.869376	-11.429029
-37.871831	-11.428007
-37.875182	-11.428666
-37.878795	-11.430444
-37.880291	-11.431877
-37.880409	-11.433013
-37.86894	-11.436503
-37.86811	-11.437558
-37.868518	-11.440124
-37.867674	-11.441993
-37.863375	-11.441924
-37.861863	-11.443238
-37.858582	-11.442985
-37.855309	-11.439371
-37.850266	-11.440281
-37.848343	-11.442824
-37.848711	-11.444654
-37.851259	-11.446011
-37.851548	-11.449025
-37.853105	-11.451909
-37.861816	-11.451856
-37.863718	-11.45365
-37.86331	-11.454793
-37.862596	-11.456793
-37.864248	-11.463554
-37.862715	-11.467003
-37.855984	-11.470166
-37.85407	-11.467687
-37.852628	-11.467803
-37.850209	-11.470128
-37.847653	-11.469395
-37.845963	-11.472421
-37.842351	-11.474178
-37.840686	-11.476471
-37.839489	-11.481273
-37.838248	-11.481785
-37.83575	-11.481401
-37.832693	-11.482359
-37.824313	-11.491096
-37.814131	-11.491948
-37.812905	-11.494086
-37.808339	-11.49675
-37.808613	-11.497814
-37.811796	-11.500141
-37.818435	-11.503411
-37.813434	-11.513828
-37.810628	-11.516496
-37.800781	-11.519645
-37.79959	-11.520876
-37.797868	-11.52168
-37.794971	-11.518082
-37.792728	-11.52054
-37.792338	-11.522406
-37.790004	-11.523587
-37.781186	-11.524539
-37.775023	-11.523941
-37.774115	-11.52452
-37.77274	-11.52909
-37.77043	-11.530909
-37.768368	-11.53094
-37.766722	-11.529698
-37.762935	-11.528432
-37.763128	-11.524695
-37.759099	-11.524814
-37.754048	-11.528898
-37.75379	-11.531668
-37.751812	-11.532593
-37.749755	-11.536607
-37.74763	-11.537919
-37.744707	-11.538076
-37.736459	-11.535797
-37.730096	-11.537654
-37.729158	-11.539986
-37.729483	-11.543751
-37.73044	-11.546141
-37.728486	-11.547517
-37.728739	-11.550355
-37.727778	-11.552013
-37.726551	-11.552675
-37.724377	-11.550191
-37.718488	-11.549692
-37.713043	-11.55242
-37.711375	-11.551708
-37.706072	-11.546555
-37.705971	-11.543057
-37.703066	-11.540208
-37.699604	-11.543178
-37.696039	-11.544955
-37.695766	-11.551723
-37.6983	-11.557269
-37.699416	-11.558306
-37.700145	-11.560278
-37.699625	-11.562016
-37.697433	-11.562485
-37.693756	-11.561972
-37.688228	-11.565809
-37.687164	-11.56529
-37.687591	-11.562565
-37.686654	-11.561836
-37.68357	-11.561661
-37.675463	-11.568002
-37.6746	-11.567305
-37.673008	-11.568088
-37.67086	-11.565935
-37.6699	-11.563541
-37.671099	-11.562227
-37.670699	-11.56043
-37.671851	-11.55952
-37.671816	-11.558658
-37.665348	-11.551196
-37.664352	-11.548215
-37.662189	-11.545705
-37.661501	-11.543111
-37.661972	-11.536526
-37.663659	-11.535308
-37.664458	-11.532974
-37.662349	-11.530883
-37.656942	-11.532367
-37.655551	-11.529556
-37.652728	-11.528055
-37.652056	-11.520584
-37.651321	-11.517853
-37.650305	-11.516726
-37.646923	-11.519492
-37.644862	-11.523347
-37.642992	-11.523805
-37.641523	-11.52262
-37.639422	-11.519011
-37.637149	-11.517634
-37.631701	-11.518048
-37.63134	-11.519982
-37.632348	-11.520924
-37.6323	-11.522136
-37.627833	-11.529141
-37.619727	-11.536104
-37.614476	-11.538368
-37.612705	-11.538473
-37.608624	-11.536002
-37.602893	-11.539894
-37.595712	-11.535818
-37.594197	-11.534314
-37.591908	-11.529765
-37.589346	-11.527884
-37.587921	-11.527779
-37.583552	-11.530148
-37.580696	-11.530861
-37.578608	-11.533173
-37.579787	-11.534917
-37.58243	-11.53635
-37.585358	-11.541513
-37.584084	-11.544211
-37.578793	-11.551295
-37.577758	-11.551655
-37.57216	-11.548005
-37.571373	-11.546343
-37.573972	-11.545354
-37.574685	-11.543699
-37.574076	-11.542476
-37.570137	-11.540142
-37.568878	-11.539396
-37.564037	-11.540999
-37.562157	-11.542525
-37.560739	-11.546902
-37.558669	-11.550213
-37.555896	-11.551423
-37.555198	-11.54959
-37.55265	-11.546877
-37.547693	-11.548682
-37.545173	-11.548003
-37.537336	-11.549158
-37.534378	-11.549029
-37.526876	-11.546648
-37.520561	-11.548361
-37.517623	-11.547608
-37.516555	-11.545443
-37.517496	-11.542606
-37.517302	-11.538025
-37.515465	-11.534705
-37.510348	-11.530921
-37.504155	-11.524473
-37.490362	-11.524049
-37.480168	-11.522676
-37.463338	-11.523051
-37.449826	-11.519946
-37.436042	-11.513206
-37.400509	-11.486305
-37.390487	-11.476796
-37.383861	-11.468952
-37.371433	-11.452132
-37.363573	-11.446413
-37.36007	-11.444515
-37.352384	-11.441983
-37.347327	-11.441389
-37.340802	-11.441899
-37.346884	-11.447253
-37.343479	-11.449255
-37.34293	-11.450352
-37.34282	-11.452033
-37.343791	-11.454444
-37.343383	-11.456741
-37.345821	-11.461759
-37.387462	-11.503709
-37.394876	-11.514476
-37.411934	-11.542974
-37.41765	-11.553926
-37.421633	-11.55984
-37.435907	-11.591371
-37.441579	-11.600098
-37.444707	-11.60793
-37.446066	-11.609451
-37.460878	-11.638342
-37.461374	-11.640448
-37.465237	-11.646948
-37.475235	-11.66884
-37.482403	-11.680143
-37.489919	-11.696849
-37.497956	-11.711875
-37.501261	-11.720084
-37.503817	-11.7241
-37.509545	-11.736226
-37.513313	-11.741533
-37.514798	-11.741574
-37.516289	-11.750076
-37.534629	-11.787979
-37.536791	-11.794753
-37.550322	-11.823969
-37.552125	-11.826691
-37.553712	-11.831241
-37.558601	-11.840238
-37.56445	-11.854795
-37.565511	-11.856236
-37.567176	-11.862348
-37.573629	-11.874235
-37.584589	-11.900294
-37.588833	-11.907753
-37.589817	-11.911496
-37.594936	-11.922656
-37.602906	-11.936982
-37.608515	-11.951638
-37.613265	-11.95912
-37.616442	-11.966307
-37.61918	-11.971493
-37.622129	-11.995313
-37.632848	-12.009676
-37.636102	-12.01526
-37.641432	-12.02164
-37.64501	-12.028457
-37.653009	-12.03884
-37.665267	-12.058968
-37.670039	-12.071442
-37.67809	-12.082416
-37.681649	-12.088755
-37.683015	-12.090238
-37.685737	-12.091294
-37.689971	-12.107557
-37.697928	-12.120754
-37.704763	-12.130698
-37.711876	-12.143315
-37.722236	-12.156542
-37.74449	-12.187753
-37.763708	-12.218613
-37.761208	-12.220728
-37.766265	-12.229281
-37.773412	-12.23835
-37.780458	-12.24995
-37.791765	-12.265777
-37.794942	-12.26791
-37.798934	-12.273846
-37.8057	-12.280926
-37.812287	-12.290153
-37.818878	-12.296576
-37.821509	-12.301537
-37.826224	-12.307256
-37.836369	-12.322096
-37.858899	-12.355875
-37.870321	-12.371637
-37.876884	-12.382395
-37.879941	-12.387484
-37.881965	-12.389518
-37.884452	-12.393463
-37.893245	-12.404143
-37.896721	-12.403042
-37.896049	-12.406823
-37.896493	-12.408225
-37.900093	-12.412101
-37.912773	-12.429131
-37.91636	-12.437142
-37.918607	-12.440325
-37.922781	-12.443223
-37.922666	-12.443781
-37.92602	-12.446861
-37.934934	-12.460632
-37.943901	-12.471645
-37.955751	-12.488717
-37.95846	-12.493977
-37.964213	-12.504822
-37.97326	-12.516672
-37.983252	-12.537019
-37.98459	-12.544968
-37.987038	-12.548496
-37.988474	-12.552307
-37.992854	-12.557351
-37.995958	-12.565729
-37.999264	-12.568727
-38.000655	-12.572263
-38.003697	-12.576893
-38.005585	-12.577188
-38.007582	-12.579041
-38.010335	-12.580784
-38.013425	-12.580255
-38.017528	-12.582766
-38.017594	-12.581694
-38.018122	-12.583061
-38.02485	-12.587731
-38.031778	-12.595057
-38.032638	-12.594834
-38.03204	-12.595628
-38.033731	-12.598728
-38.038901	-12.603847
-38.044125	-12.611801
-38.043848	-12.616462
-38.046157	-12.619266
-38.047042	-12.622212
-38.045646	-12.62841
-38.049188	-12.634505
-38.05695	-12.637995
-38.061638	-12.643638
-38.062701	-12.647136
-38.06462	-12.64953
-38.06743	-12.649978
-38.06996	-12.652139
-38.077484	-12.656352
-38.079408	-12.659491
-38.084821	-12.665491
-38.087069	-12.670203
-38.091236	-12.675085
-38.103876	-12.68418
-38.124622	-12.706314
-38.126038	-12.710058
-38.131128	-12.715364
-38.142785	-12.730165
-38.163597	-12.752859
-38.170895	-12.763261
-38.176454	-12.769638
-38.17651	-12.771763
-38.177981	-12.772996
-38.181095	-12.773605
-38.184482	-12.778969
-38.186256	-12.780072
-38.186654	-12.78111
-38.187768	-12.782022
-38.19005	-12.781461
-38.191036	-12.781921
-38.197145	-12.78857
-38.202597	-12.798286
-38.214781	-12.815553
-38.220703	-12.82244
-38.222258	-12.823799
-38.226178	-12.825153
-38.227789	-12.828008
-38.230037	-12.829202
-38.232984	-12.832165
-38.237542	-12.839709
-38.247566	-12.853614
-38.258877	-12.861665
-38.264068	-12.866533
-38.266626	-12.870898
-38.269011	-12.871911
-38.270211	-12.873456
-38.272901	-12.873501
-38.278299	-12.876095
-38.280204	-12.87719
-38.285876	-12.885969
-38.295232	-12.895537
-38.310603	-12.915263
-38.314315	-12.919043
-38.318153	-12.925091
-38.328233	-12.934203
-38.333956	-12.941131
-38.335841	-12.942586
-38.339504	-12.943838
-38.346727	-12.950286
-38.348674	-12.950572
-38.352779	-12.953478
-38.354676	-12.953371
-38.35493	-12.954325
-38.357013	-12.954769
-38.360757	-12.954091
-38.362565	-12.951835
-38.364925	-12.950955
-38.366375	-12.949185
-38.369011	-12.948919
-38.379374	-12.950545
-38.38079	-12.953306
-38.38707	-12.953591
-38.395316	-12.956838
-38.402148	-12.96082
-38.406374	-12.96528
-38.41429	-12.971038
-38.416539	-12.971873
-38.419931	-12.974515
-38.424598	-12.975841
-38.436952	-12.985847
-38.444038	-12.995547
-38.44957	-12.997416
-38.452896	-13.001401
-38.454843	-13.001776
-38.456922	-13.00428
-38.459373	-13.003911
-38.463151	-13.0066
-38.466132	-13.007731
-38.472155	-13.012109
-38.47554	-13.011409
-38.479929	-13.012389
-38.481533	-13.013433
-38.484261	-13.0121
-38.488642	-13.014186
-38.490128	-13.014162
-38.490105	-13.012216
-38.493986	-13.008837
-38.496341	-13.008739
-38.498103	-13.007732
-38.499062	-13.008058
-38.499345	-13.009008
-38.501651	-13.009795
-38.503621	-13.009308
-38.504011	-13.008443
-38.507871	-13.009653
-38.511265	-13.008807
-38.513595	-13.00913
-38.515979	-13.007408
-38.518314	-13.008118
-38.522093	-13.00719
-38.524925	-13.00875
-38.527759	-13.00686
-38.532759	-13.007285
-38.582853	-12.999274
-38.575354	-12.98161
-38.565049	-12.966103
-38.559291	-12.953821
-38.558119	-12.943502
-38.55821	-12.932208
-38.560184	-12.922832
-38.561799	-12.919512
-38.572815	-12.923016
-38.585618	-12.925108
-38.593732	-12.927513
-38.615894	-12.930842
-38.615987	-12.934254
-38.6139	-12.937974
-38.612705	-12.942513
-38.611024	-12.944789
-38.608171	-12.946952
-38.605511	-12.958592
-38.609057	-12.964603
-38.613788	-12.976479
-38.615569	-12.978375
-38.6162	-12.981599
-38.615439	-12.98309
-38.616002	-12.983673
-38.619871	-12.983295
-38.623756	-12.988228
-38.63261	-12.995255
-38.635913	-13.002255
-38.641297	-13.009249
-38.646141	-13.016258
-38.650841	-13.024293
-38.654956	-13.029026
-38.658142	-13.032859
-38.662735	-13.034471
-38.665829	-13.036402
-38.668369	-13.037064
-38.671762	-13.036287
-38.673045	-13.036801
-38.678526	-13.041437
-38.680788	-13.044306
-38.684281	-13.045766
-38.685938	-13.047425
-38.68879	-13.047953
-38.690631	-13.050014
-38.698071	-13.055057
-38.702036	-13.055469
-38.711607	-13.05843
-38.714078	-13.0598
-38.722335	-13.066904
-38.7265	-13.071543
-38.728078	-13.074593
-38.728598	-13.077871
-38.730529	-13.080747
-38.73649	-13.08775
-38.740323	-13.089613
-38.743678	-13.088155
-38.746473	-13.089954
-38.750383	-13.094338
-38.754063	-13.102233
-38.76157	-13.112698
-38.763114	-13.117848
-38.767638	-13.120305
-38.778658	-13.12608
-38.783012	-13.12953
-38.78698	-13.131242
-38.789291	-13.130236
-38.798756	-13.135547
-38.796153	-13.137117
-38.803453	-13.143
-38.803572	-13.144677
-38.805343	-13.146277
-38.811482	-13.146616
-38.821137	-13.148814
-38.83423	-13.154427
-38.845957	-13.16165
-38.852817	-13.166494
-38.858484	-13.171696
-38.864405	-13.178536
-38.866014	-13.182864
-38.867955	-13.185004
-38.873315	-13.188296
-38.885348	-13.192297
-38.890818	-13.197594
-38.89779	-13.200757
-38.90548	-13.205465
-38.90946	-13.211567
-38.913256	-13.2114
-38.919813	-13.21308
-38.92085	-13.212995
-38.92165	-13.211822
-38.924515	-13.215068
-38.924821	-13.213845
-38.926075	-13.213715
-38.932153	-13.217421
-38.939064	-13.225895
-38.946644	-13.237472
-38.950567	-13.244486
-38.956288	-13.257465
-38.962514	-13.274492
-38.964623	-13.283185
-38.966083	-13.290668
-38.969068	-13.322031
-38.967764	-13.343996
-38.965625	-13.352632
-38.960735	-13.36697
-38.948933	-13.385693
-38.942791	-13.395179
-38.941369	-13.393796
-38.93807	-13.392507
-38.934345	-13.3886
-38.932351	-13.387916
-38.928686	-13.382957
-38.927706	-13.382762
-38.926762	-13.380195
-38.924287	-13.378314
-38.922149	-13.377816
-38.919923	-13.375874
-38.917458	-13.372115
-38.916066	-13.372406
-38.9144	-13.376735
-38.911645	-13.376303
-38.909097	-13.380223
-38.907649	-13.379735
-38.905875	-13.377463
-38.905153	-13.379546
-38.905758	-13.380869
-38.903678	-13.383824
-38.904924	-13.392837
-38.903678	-13.395413
-38.904962	-13.396019
-38.90619	-13.398316
-38.906068	-13.400342
-38.906767	-13.401516
-38.905595	-13.40202
-38.905149	-13.401385
-38.903811	-13.401518
-38.903408	-13.404162
-38.901927	-13.4056
-38.902843	-13.410192
-38.90098	-13.412743
-38.90207	-13.414351
-38.901678	-13.415378
-38.902126	-13.415783
-38.903402	-13.414771
-38.903809	-13.41543
-38.903539	-13.417402
-38.90188	-13.418104
-38.903429	-13.421703
-38.903379	-13.423891
-38.90477	-13.426033
-38.903818	-13.426893
-38.899725	-13.426791
