coord_x	coord_y
-44.621498	-10.672704
-44.613195	-10.667104
-44.600575	-10.653061
-44.594899	-10.640361
-44.589107	-10.631996
-44.584497	-10.628927
-44.577372	-10.626346
-44.572825	-10.625816
-44.559342	-10.626711
-44.550671	-10.628158
-44.546403	-10.629706
-44.529626	-10.644512
-44.521858	-10.649381
-44.518246	-10.65047
-44.514191	-10.650697
-44.504109	-10.650316
-44.500098	-10.649279
-44.479952	-10.641097
-44.47633	-10.638882
-44.47255	-10.634686
-44.463226	-10.614834
-44.458637	-10.609525
-44.455905	-10.607677
-44.451346	-10.606214
-44.443274	-10.606215
-44.427818	-10.611982
-44.423243	-10.612844
-44.41653	-10.612258
-44.404767	-10.609205
-44.398466	-10.605876
-44.391851	-10.600283
-44.372113	-10.579497
-44.353001	-10.556217
-44.34888	-10.552059
-44.344207	-10.549279
-44.336438	-10.548114
-44.332695	-10.548343
-44.322333	-10.551908
-44.314142	-10.55694
-44.305694	-10.565113
-44.301356	-10.571621
-44.298442	-10.578898
-44.289777	-10.596289
-44.282505	-10.606668
-44.279395	-10.610498
-44.272989	-10.615714
-44.266251	-10.62273
-44.263616	-10.624247
-44.257066	-10.626279
-44.249119	-10.627357
-44.236946	-10.626127
-44.230945	-10.623615
-44.220971	-10.616148
-44.217973	-10.614757
-44.213691	-10.614024
-44.208244	-10.6149
-44.192581	-10.628156
-44.189101	-10.629105
-44.182966	-10.62909
-44.177913	-10.631003
-44.17569	-10.632411
-44.168657	-10.639974
-44.165136	-10.642478
-44.159438	-10.643727
-44.15255	-10.643656
-44.13886	-10.639461
-44.130915	-10.634462
-44.127885	-10.631065
-44.125523	-10.627
-44.118134	-10.608384
-44.110218	-10.596772
-44.107295	-10.59445
-44.100349	-10.5913
-44.086408	-10.589561
-44.081887	-10.588366
-44.076544	-10.585581
-44.072418	-10.580634
-44.067708	-10.563711
-44.062086	-10.550915
-44.061368	-10.547309
-44.058441	-10.537917
-44.050608	-10.505816
-44.04727	-10.501986
-44.041151	-10.492814
-44.037301	-10.489133
-44.029217	-10.483659
-44.027356	-10.48083
-44.025442	-10.475048
-44.025688	-10.472741
-44.029938	-10.462291
-44.035363	-10.444291
-44.035464	-10.435003
-44.034394	-10.429746
-44.027363	-10.412052
-44.023138	-10.407778
-44.017665	-10.404724
-44.013745	-10.404331
-44.007303	-10.404921
-43.990435	-10.411202
-43.973857	-10.421778
-43.967737	-10.424332
-43.959109	-10.426269
-43.949659	-10.426547
-43.940968	-10.424467
-43.938383	-10.424443
-43.927107	-10.425283
-43.923325	-10.426176
-43.920105	-10.425905
-43.917081	-10.424723
-43.915496	-10.423542
-43.914772	-10.421628
-43.914162	-10.41655
-43.915246	-10.40703
-43.915515	-10.392885
-43.914392	-10.383733
-43.909751	-10.37747
-43.900384	-10.369894
-43.896914	-10.363243
-43.894696	-10.354069
-43.884314	-10.3436
-43.871282	-10.330015
-43.865198	-10.326009
-43.84998	-10.317958
-43.847346	-10.315879
-43.837891	-10.304205
-43.836521	-10.301783
-43.834946	-10.295452
-43.833643	-10.277215
-43.834998	-10.27064
-43.837893	-10.26504
-43.838346	-10.25683
-43.836864	-10.249647
-43.834033	-10.245272
-43.826625	-10.237427
-43.80869	-10.221019
-43.797448	-10.208421
-43.784416	-10.191257
-43.778688	-10.180048
-43.769641	-10.150799
-43.76619	-10.133839
-43.765361	-10.127175
-43.765572	-10.120272
-43.766605	-10.114259
-43.768358	-10.107661
-43.771857	-10.101872
-43.772713	-10.098364
-43.770915	-10.091251
-43.765635	-10.079637
-43.761726	-10.075354
-43.758829	-10.074185
-43.745465	-10.072437
-43.729528	-10.071835
-43.719537	-10.072015
-43.698668	-10.077354
-43.692516	-10.076975
-43.691245	-10.075475
-43.690552	-10.07235
-43.690661	-10.068632
-43.69211	-10.061951
-43.692459	-10.051975
-43.689882	-10.044215
-43.684887	-10.039573
-43.676048	-10.035296
-43.669081	-10.030335
-43.666064	-10.016914
-43.662429	-10.011396
-43.661732	-10.009125
-43.661876	-10.003933
-43.662052	-9.9975677
-43.665299	-9.9899402
-43.669524	-9.9867258
-43.67414	-9.9845069
-43.684277	-9.9823461
-43.688898	-9.9772436
-43.696502	-9.9736736
-43.702553	-9.9656936
-43.702161	-9.9606594
-43.690076	-9.941235
-43.689165	-9.9386463
-43.690055	-9.9290805
-43.69083	-9.9263213
-43.69244	-9.9251083
-43.702795	-9.923263
-43.705778	-9.9216347
-43.707805	-9.9194119
-43.708636	-9.9128011
-43.707133	-9.9081169
-43.705076	-9.9059613
-43.697715	-9.9024355
-43.696025	-9.9007861
-43.694888	-9.8975622
-43.694223	-9.8908325
-43.689355	-9.8884327
-43.677049	-9.8861094
-43.67402	-9.8785491
-43.66919	-9.8736041
-43.665999	-9.8686302
-43.664862	-9.8554586
-43.662635	-9.8526713
-43.653139	-9.8448391
-43.65208	-9.8431522
-43.652846	-9.838638
-43.654498	-9.8356063
-43.664447	-9.8232369
-43.671074	-9.8190186
-43.6773	-9.817503
-43.682473	-9.815328
-43.688106	-9.80781
-43.693063	-9.8048388
-43.696856	-9.803883
-43.707997	-9.8052891
-43.714382	-9.8025633
-43.717419	-9.802005
-43.718944	-9.7992516
-43.719482	-9.793985
-43.721028	-9.7929386
-43.732773	-9.78941
-43.761169	-9.7774638
-43.763133	-9.7761863
-43.765302	-9.7717147
-43.766776	-9.770278
-43.777511	-9.7661808
-43.784522	-9.7619675
-43.787357	-9.7539166
-43.790247	-9.7483905
-43.794162	-9.7346111
-43.797263	-9.7272622
-43.797006	-9.7243627
-43.793666	-9.717798
-43.792973	-9.7148036
-43.794078	-9.7046269
-43.79616	-9.6982313
-43.79914	-9.6920891
-43.813724	-9.671425
-43.819816	-9.6597719
-43.826438	-9.6491133
-43.828095	-9.647028
-43.836939	-9.6421213
-43.841552	-9.6370111
-43.841641	-9.6337469
-43.839772	-9.6261058
-43.838335	-9.624615
-43.835472	-9.6237016
-43.833912	-9.6221705
-43.833578	-9.6175127
-43.836134	-9.6154116
-43.842251	-9.6122536
-43.842333	-9.6093011
-43.840081	-9.5957366
-43.841146	-9.5856319
-43.849058	-9.5701086
-43.852181	-9.5617225
-43.850951	-9.5517133
-43.849292	-9.5476363
-43.842016	-9.5371669
-43.837492	-9.5248172
-43.8291	-9.5149722
-43.827131	-9.5106044
-43.821938	-9.5023477
-43.818033	-9.4938263
-43.81591	-9.4915413
-43.804884	-9.4849269
-43.799048	-9.4792363
-43.793053	-9.4680666
-43.783849	-9.4543575
-43.777891	-9.4482855
-43.76933	-9.4416361
-43.760909	-9.4374466
-43.751021	-9.4336572
-43.735297	-9.4298202
-43.720746	-9.4273811
-43.70025	-9.4211408
-43.69333	-9.4206541
-43.688745	-9.4192675
-43.685361	-9.4173786
-43.678521	-9.4124083
-43.670732	-9.4080688
-43.655769	-9.3947922
-43.646004	-9.3878736
-43.638353	-9.3836158
-43.637099	-9.3822166
-43.633446	-9.3809352
-43.621235	-9.3711227
-43.61346	-9.3622841
-43.602144	-9.3462277
-43.578629	-9.3199755
-43.572426	-9.3158308
-43.564438	-9.3126366
-43.551677	-9.3089411
-43.543407	-9.3084355
-43.536746	-9.3070586
-43.530734	-9.3037772
-43.52516	-9.2996319
-43.517762	-9.293178
-43.49713	-9.2721111
-43.485061	-9.2648716
-43.474998	-9.2614266
-43.468648	-9.2603958
-43.458304	-9.260925
-43.443325	-9.2637183
-43.437732	-9.2657233
-43.427426	-9.2721725
-43.422353	-9.2771966
-43.398841	-9.3077636
-43.394781	-9.31388
-43.391675	-9.3222722
-43.391442	-9.3237847
-43.385476	-9.3352391
-43.376026	-9.34849
-43.360926	-9.3639966
-43.353159	-9.3685413
-43.343423	-9.3671077
-43.33593	-9.368103
-43.332079	-9.3695633
-43.323805	-9.3762866
-43.314608	-9.388965
-43.312602	-9.3901327
-43.301519	-9.3934486
-43.299321	-9.3941052
-43.296148	-9.3966602
-43.292766	-9.4005355
-43.290776	-9.4038291
-43.286663	-9.41597
-43.284722	-9.4196125
-43.281132	-9.4231458
-43.278374	-9.424158
-43.276381	-9.4240194
-43.272475	-9.4223647
-43.268303	-9.4137572
-43.266274	-9.4114902
-43.255203	-9.410893
-43.246353	-9.4117358
-43.241951	-9.4114677
-43.236499	-9.4092425
-43.232543	-9.4049322
-43.228603	-9.4025288
-43.213896	-9.3992327
-43.210749	-9.3993347
-43.207462	-9.4008372
-43.201862	-9.4060008
-43.198328	-9.4175813
-43.193465	-9.4203063
-43.191305	-9.4200155
-43.182714	-9.4166902
-43.173534	-9.410808
-43.166781	-9.3994769
-43.164285	-9.3938972
-43.16113	-9.3788344
-43.158232	-9.3766208
-43.152739	-9.3751913
-43.146821	-9.3758897
-43.1422	-9.3798936
-43.136799	-9.3859227
-43.134809	-9.3869258
-43.13277	-9.3868661
-43.129952	-9.3850113
-43.129317	-9.3796136
-43.128704	-9.3789327
-43.123475	-9.3786344
-43.121484	-9.3725311
-43.120825	-9.3716116
-43.119225	-9.3714825
-43.11436	-9.3743175
-43.111293	-9.3800963
-43.108395	-9.3781913
-43.107023	-9.3780769
-43.105102	-9.3851986
-43.103704	-9.3860283
-43.101212	-9.3851625
-43.0988	-9.3866102
-43.095343	-9.385103
-43.09073	-9.3876625
-43.087446	-9.3872438
-43.084877	-9.3909422
-43.082495	-9.3969108
-43.07944	-9.3986933
-43.074935	-9.3996727
-43.07283	-9.399415
-43.066216	-9.3936319
-43.063886	-9.3933744
-43.060335	-9.3950322
-43.058143	-9.3973569
-43.056662	-9.4012436
-43.056449	-9.407368
-43.057521	-9.4143458
-43.057393	-9.4181177
-43.05655	-9.4187194
-43.055803	-9.4182016
-43.054176	-9.4148763
-43.053531	-9.4135558
-43.051784	-9.4125641
-43.039693	-9.41424
-43.022835	-9.4095938
-43.01636	-9.4100622
-43.012331	-9.4073469
-43.010391	-9.4073419
-43.008103	-9.4090294
-43.00591	-9.4089977
-43.001606	-9.4050347
-42.98747	-9.4009227
-42.981329	-9.4040244
-42.973027	-9.4067177
-42.969864	-9.4091038
-42.963797	-9.4182469
-42.96164	-9.4233938
-42.958006	-9.428455
-42.956723	-9.4319958
-42.955974	-9.4382236
-42.960437	-9.4486402
-42.9625	-9.4566366
-42.961748	-9.4694013
-42.959092	-9.4792544
-42.955124	-9.4869202
-42.951417	-9.4972333
-42.950968	-9.5000719
-42.951882	-9.5029005
-42.95183	-9.5059363
-42.950969	-9.5099644
-42.945857	-9.5179955
-42.943407	-9.5203561
-42.934362	-9.5249986
-42.928052	-9.52683
-42.912704	-9.5242252
-42.90613	-9.5250291
-42.903624	-9.5263372
-42.899761	-9.5297722
-42.883912	-9.5486552
-42.879946	-9.55429
-42.876331	-9.5612066
-42.87291	-9.5634508
-42.869742	-9.5638283
-42.86764	-9.5635977
-42.86224	-9.5599666
-42.850709	-9.550755
-42.843731	-9.5482833
-42.836747	-9.5499547
-42.829605	-9.5569788
-42.827802	-9.5601038
-42.829938	-9.5755972
-42.829385	-9.5808469
-42.827078	-9.5875772
-42.823081	-9.5936761
-42.82114	-9.5984294
-42.820161	-9.6188127
-42.818505	-9.6204769
-42.81507	-9.6215886
-42.799401	-9.6220855
-42.769566	-9.6187644
-42.764777	-9.6163325
-42.7605	-9.6089977
-42.759637	-9.5954
-42.757358	-9.5888627
-42.75385	-9.5868005
-42.745996	-9.5842011
-42.741811	-9.5816552
-42.739165	-9.5789333
-42.732054	-9.5686925
-42.720025	-9.5600947
-42.716505	-9.5558613
-42.715802	-9.5539536
-42.715826	-9.5507291
-42.718967	-9.5461383
-42.72164	-9.5367669
-42.721382	-9.5327283
-42.720472	-9.5308936
-42.715713	-9.5295972
-42.711832	-9.5298113
-42.708102	-9.5316466
-42.69424	-9.5432327
-42.6908	-9.54502
-42.679527	-9.5487319
-42.673451	-9.54845
-42.666861	-9.5477066
-42.65641	-9.5416336
-42.654221	-9.5409838
-42.651948	-9.5410833
-42.646502	-9.54308
-42.639831	-9.5434113
-42.631962	-9.5379888
-42.629544	-9.5381244
-42.623415	-9.5412338
-42.621331	-9.5409211
-42.619202	-9.5388905
-42.613887	-9.5293975
-42.606521	-9.522653
-42.594607	-9.5043741
-42.58997	-9.497935
-42.586093	-9.4963575
-42.579358	-9.4969997
-42.57069	-9.5011213
-42.56879	-9.5013363
-42.563746	-9.5001291
-42.554437	-9.4958855
-42.548772	-9.4954622
-42.538549	-9.497743
-42.532118	-9.5015686
-42.521883	-9.50261
-42.51436	-9.5013402
-42.492703	-9.4944833
-42.49072	-9.4927019
-42.488609	-9.4879075
-42.485636	-9.4833691
-42.486365	-9.4794452
-42.49083	-9.4691897
-42.490701	-9.4660738
-42.48868	-9.4616194
-42.483667	-9.4591066
-42.47649	-9.4583513
-42.470553	-9.4584433
-42.453918	-9.4618108
-42.451382	-9.4616863
-42.448171	-9.460795
-42.443766	-9.4583547
-42.434965	-9.4505388
-42.429225	-9.4423147
-42.42789	-9.4393669
-42.426025	-9.4207877
-42.42481	-9.4166886
-42.422598	-9.4132763
-42.418107	-9.4089466
-42.398498	-9.3966697
-42.389247	-9.3922047
-42.377692	-9.3892369
-42.364281	-9.3816711
-42.359137	-9.3771969
-42.356327	-9.3717675
-42.356187	-9.369673
-42.357674	-9.3641447
-42.357747	-9.3580822
-42.356661	-9.3521483
-42.354716	-9.3494558
-42.349606	-9.3454716
-42.343691	-9.3420408
-42.325489	-9.3329952
-42.323481	-9.3297472
-42.319995	-9.3205938
-42.316555	-9.3166958
-42.312188	-9.3157405
-42.306779	-9.3150375
-42.29847	-9.3114297
-42.289578	-9.30908
-42.272113	-9.3110205
-42.268526	-9.3100308
-42.261171	-9.3043077
-42.248692	-9.2925677
-42.243271	-9.28844
-42.238078	-9.2853502
-42.230355	-9.2830163
-42.226359	-9.2827166
-42.222058	-9.2837527
-42.219771	-9.2857494
-42.211313	-9.2906597
-42.206049	-9.2923655
-42.199123	-9.2921794
-42.193845	-9.2912686
-42.186078	-9.2878225
-42.184694	-9.2865005
-42.179104	-9.2848502
-42.171474	-9.2850044
-42.152729	-9.2874627
-42.141567	-9.2877133
-42.134141	-9.2867966
-42.120827	-9.2835052
-42.116416	-9.2826536
-42.107968	-9.2823502
-42.099103	-9.2804666
-42.09466	-9.2781452
-42.091361	-9.2747536
-42.082325	-9.2683466
-42.070838	-9.2583105
-42.066201	-9.25557
-42.062496	-9.2548247
-42.057771	-9.254475
-42.043001	-9.2559361
-42.034607	-9.255723
-42.032554	-9.2550422
-42.024293	-9.2493438
-42.021545	-9.24934
-42.018304	-9.2501
-42.008605	-9.2592616
-41.999521	-9.2655561
-41.996276	-9.2641461
-41.988859	-9.2591827
-41.978272	-9.2499877
-41.975335	-9.2482205
-41.971882	-9.2482222
-41.965911	-9.2528927
-41.957911	-9.2616625
-41.955038	-9.2632486
-41.948777	-9.26327
-41.944672	-9.2632844
-41.937056	-9.2668541
-41.928941	-9.2728177
-41.924385	-9.2773808
-41.921246	-9.2783438
-41.91755	-9.27805
-41.913472	-9.2766605
-41.909218	-9.2733788
-41.907054	-9.2700777
-41.904297	-9.2591883
-41.901271	-9.256938
-41.889662	-9.2554008
-41.88455	-9.2530513
-41.878604	-9.2455111
-41.870137	-9.2370155
-41.865973	-9.2361466
-41.859325	-9.2371891
-41.851851	-9.2417261
-41.847436	-9.2435394
-41.84275	-9.2438091
-41.837583	-9.2418561
-41.83355	-9.2358063
-41.830858	-9.2285261
-41.8283	-9.2160336
-41.819491	-9.1885855
-41.817047	-9.1836486
-41.812889	-9.1784227
-41.80186	-9.1692113
-41.799744	-9.1647469
-41.800834	-9.1532827
-41.799688	-9.1476111
-41.797046	-9.1442436
-41.79105	-9.1395419
-41.780066	-9.1285702
-41.775671	-9.1252497
-41.758551	-9.1162411
-41.742664	-9.1034105
-41.737105	-9.0978216
-41.734802	-9.0942855
-41.732277	-9.0873102
-41.730629	-9.0694038
-41.732358	-9.0566166
-41.732641	-9.046025
-41.730441	-9.0275427
-41.728411	-9.0204269
-41.726101	-9.0159463
-41.723221	-9.0131255
-41.717222	-9.0118636
-41.706473	-9.0111525
-41.688389	-9.0135402
-41.680072	-9.0118677
-41.672966	-9.007375
-41.669522	-9.003065
-41.668244	-9.0000405
-41.669971	-8.9945738
-41.669947	-8.9915788
-41.669023	-8.9896647
-41.664332	-8.9878527
-41.660632	-8.9872372
-41.64858	-8.9879333
-41.646406	-8.9874766
-41.640557	-8.9844175
-41.633024	-8.9855919
-41.628617	-8.9844763
-41.623716	-8.9812583
-41.621613	-8.9768038
-41.620828	-8.9704477
-41.618296	-8.9686241
-41.610455	-8.9675952
-41.609551	-8.9668583
-41.605414	-8.9569888
-41.602746	-8.9567041
-41.596529	-8.9584875
-41.594666	-8.9578711
-41.590968	-8.9549936
-41.577972	-8.95435
-41.569676	-8.9546152
-41.568408	-8.957548
-41.566796	-8.9691216
-41.564886	-8.9699058
-41.559453	-8.9664652
-41.553742	-8.9634091
-41.545416	-8.9612616
-41.544141	-8.9601338
-41.545747	-8.9553108
-41.545613	-8.9537997
-41.542476	-8.949878
-41.542272	-8.9485125
-41.545191	-8.941263
-41.544473	-8.9375411
